,author,title,year,places
336,Michiel de Visser,De stad als Bühne : de culturele invloed van Duitsland op Rotterdam 1871-1960,1994,"[['Rotterdam', '4.479167', '51.930833'], ['Germany', '9.916667', '51.516667']]"
337,Monique van Merode,"Het ouderdomspensioen in Nederland en Engeland, 1880-1919",1994,"[['England', '-1.566667', '52.483333'], ['Netherlands', '5.55', '52.316667']]"
338,William Fiers,"'Alles is volbracht' : sterven, begraven en rouwen in de Kempen na 1815",1994,[]
339,C  de Rijke,De Feria Internacional de la Paz y Confraternidad del Mundo Libre (1955) en de nationalistische ideologie van het Trujillato,1994,"[['La Paz', '-68.15', '-16.5']]"
340,Hans van Oosterhout,Jayaprakash Narayan en de Bihar-movement : de rol van charisma in een Indiase protestbeweging,1994,"[['India', '78.0', '21.0']]"
341,Ligia Hartman,De droom-makelaars : de architectonische vormgeving van de utopische gemeenschap door de Shakers en Fourieristen in 19-de eeuws Amerika,1994,"[['United States', '-100.0', '40.0']]"
342,Saskia Leeuwangh,Uitingen van vreemdelingenhaat in Duitsland : een vergelijking tussen de jaren dertig en negentig,1994,"[['Germany', '9.916667', '51.516667']]"
343,R M Wichink,Van conservatief-liberaal tot rechts-autoritair : de reactie van het kader van beroepsofficieren op de afbraak van de Nederlandse krijgsmacht 1918-1933,1994,[]
344,Jeroen van der Kris,Morele herbewapening in de jaren vijftig : een idee waarvoor de tijd gekomen was,1994,[]
345,Arie Bevaart,"Tussen rede en emotie : Nederland en de opsporing, berechting en gratiëring van nazimisdadigers 1945-1989",1994,"[['Netherlands', '5.55', '52.316667']]"
346,Erik Vellinga,Pride and prejudice : Anglo-Indians and racial attitudes in India 1857-1920,1994,"[['India', '78.0', '21.0']]"
347,M Y  van den Dobbelsteen,"Herziening of vernieuwing? : onderzoek naar denkbeelden van deskundigen, in Nederland anno 1994, over het toetsen van structuurbegrippen en vaardigheden in het 'nieuwe' eindexamen geschiedenis en staatsinrichting",1994,"[['Netherlands', '5.55', '52.316667']]"
348,Robert Kuiper,Doende regt? : de Chinese oorlog en de Raad van Justitie in VOC-Batavia,1994,[]
349,Esmeralda Meeder,Boefjes : misdadige kinderen rond de eeuwwisseling in Rotterdam en de literaire weergave daarvan,1994,"[['Rotterdam', '4.479167', '51.930833']]"
350,Jeroen Tutert,"Van hoef naar schroef : de scheepspostverbindingen tussen Nederland en Nederlands-Indië, 1835-1893",1994,"[['Netherlands', '5.55', '52.316667'], ['Dutch East Indies', '118.0', '-2.0']]"
351,Margot Bleeker,Het spook van het Leidseplein : Pleiners in Amsterdam 1955-1963,1994,"[['Amsterdam', '4.892222', '52.373056']]"
352,Eric Lagerwey,Het licht van Rotterdam : de geschiedenis van de gemeentevoorlichting van Rotterdam 1939-1994.,1994,"[['Rotterdam', '4.479167', '51.930833']]"
353,Lisenka Sluijters,Welkom in het moederland : het nederlandse overheidsbeleid met betrekking tot de komst van indische nederlanders en gerepatrieerden uit Indonesië in de periode 1945-1957,1994,"[['Welkom', '26.720833', '-27.983056'], ['Indonesia', '106.828333', '-6.175']]"
354,Hedda Schut,In de ban van verheffing? : de Vereeniging tot Instandhouding van Kleine Kinderbewaarplaatsen en het beschavingsoffensief 1884-1940,1994,[]
355,Joost Terpstra,Rotterdam mei 1940 in perspectief : de verrichtingen van het Duitse en Nederlandse militaire kader bekeken op verschillende niveaus,1994,"[['Rotterdam', '4.479167', '51.930833'], ['Germany', '9.916667', '51.516667']]"
356,Frederike M Mink,Engelse bommen op het Bezuidenhout,1995,"[['Bezuidenhout', '4.344722', '52.088056'], ['England', '-1.566667', '52.483333']]"
357,Anje Romein,"Volkscultuur in Brazilië : carnaval, voetbal en afro-braziliaanse religies bezien vanuit het historisch debat over volkscultuur",1995,"[['Brazil', '-52.95', '-10.65']]"
358,Esther Merkestijn,"As modern life meets tradition ... : een maatschappij-historische analyse van de ontwikkeling en karakteristieken van toerisme in Afrika, 1950-1995 en vroegere perioden",1995,"[['Africa', '21.093611', '7.188056']]"
359,Lex Bontjes,De introductie van het gebruik van de computer in de geschiedschrijving : status in de historiografie: bibliometrische verkenningen,1995,[]
360,R M A Kühn,'Snaaken en winderige heerschappen' : koffiehuizen en hun publiek in de achttiende eeuw: historische verkenningen van een vergeten aspect van het dagelijks leven in de republiek,1995,[]
361,Sylvia Buch,Parfum & reclame,1995,[]
362,Debbie M  de Korte-Rollof,Staal en arbeid aan de Noord,1995,[]
363,Masja Vermeer,Historisch toekomstonderzoek en het belang van het holisme,1995,[]
364,Kris van Meel,"Continuiteit in confrontatie : een vergelijking van visies op hedendaagse Afrikaanse kunst, met een case-stugy in Ghana",1995,"[['Ghana', '-0.983333', '7.683333']]"
365,Eline Groeneweg,Het Europa van de film : een onderzoek naar de mogelijkheden om film als instrument te hanteren om een Europese identiteit te ontwikkelen,1995,"[['Europe', '7.0', '46.0']]"
366,T T R Bacchus,Het staatstoezicht in Suriname (1863-1873) : harmonische overgansgperiode of product van belangentegenstellingen?,1995,"[['Suriname', '-56.0', '4.3']]"
367,Cécile Mekes,De 'blauwe' dood in Rotterdam : het Rotterdamse gemeentebeleid tijdens de cholera in de 19e eeuw,1995,"[['Rotterdam', '4.479167', '51.930833']]"
368,Liesbeth Lotstra,Kinderuitzending in Nederland : medische invloed op een sociaal-hygiënisch initiatief 1880-1980,1995,"[['Netherlands', '5.55', '52.316667']]"
369,Christine E Bleijenberg,"'... alleen voor slachtoffers der tijdsomstandigheden' : werklozenondersteuning tijdens de Eerste Wereldoorlog, particuliere liefdadigheid of overheidstaak",1995,[]
370,Taco van der Mark,W. M. F. Mansvelt (1891-1945) : indischgast met een missie,1995,[]
371,Guido van Riet,Rotterdam; de grootste haven van Duitsland : de handelsbetrekkingen tussen Rotterdam en Duitsland van 1945 tot 1970,1995,"[['Rotterdam', '4.479167', '51.930833'], ['Germany', '9.916667', '51.516667']]"
372,Remco Groen,Vertekend beeld : wetenschappelijk supplement en uitwerking van de documentaire 'De bevrijding van het Koninkrijk der Nederlanden',1995,"[['Kingdom of the Netherlands', '5.55', '52.316667']]"
373,Ank Lambers,Zeg me wie uw vrienden zijn.... : vergelijkend onderzoek naar sociaal-culturele kenmerken van de vrienden van het Gemeentemuseum Arnhem en het Anton Pieckmuseum in Hattem,1995,"[['Hattem', '6.066667', '52.466667']]"
374,Jan G A  ten Bokkel,Het liberalisme van Nicolaas Gerard Pierson (1839-1909),1995,[]
375,Justine Slotemaker,"Bulgarije in transitie : economische, sociale en historisch-mentale ontwikkelingen vòòr en na 1989, met een case studie over vrijetijdsbesteding",1995,"[['Bulgaria', '25.5', '42.75']]"
376,J G F Merens,"Integratie: verzuiling, aanpassing of anders? : een vergelijkende studie naar de integratie van Italianen, Chinezen, gereformeerden en katholieken in Nederland",1995,"[['Netherlands', '5.55', '52.316667']]"
377,Elly Hündgens,Het raadsel Radermacher : een speurtocht naar de drijfveren van een Zeeuws regent in de achttiende eeuw,1995,[]
378,Alfred G P Nieuwenhuis,"Tijd van transitie : een onderzoek naar veranderingen in het toelatingsbeleid inzake vluchtelingen, 1947-1957",1995,[]
379,Til Duinker,Nieuwkomers in crisistijd : het nederlandse vreemdelingenbeleid 1930-1939,1995,[]
380,Mascha Helène Brouwer,'De vrije en gelijke broederschap' : de victoriaanse constructie van individualiteit,1995,[]
381,Renate Mamber,De Middeleeuwen als projectiescherm? : het beeld van de middeleeuwen in jeugdboeken,1995,[]
382,Ronald A A G M  van Raak,De 'moderne dwaas' : Bertolt Brecht en de moderne idealen in de eerste helft van de 20e eeuw,1995,[]
383,Nynke de Zoeten,Een generatie in protest? : een onderzoek naar de levensloop van studentenleiders uit de jaren zestig,1995,[]
384,T F Westenbroek,"Our friend the enemy : Dutch in The Times 1898-1902 : het Nederland-beeld in Engeland. Een analyse aan de hand van The Times, met betrekking tot de Boerenoorlog",1995,"[['England', '-1.566667', '52.483333']]"
385,Hans van den Hout,Pers en censuur in Nederland gedurende de Eerste Wereldoorlog : onderzoek naar de vermeende terughoudendheid van de nederlandse dagbladen,1995,"[['Netherlands', '5.55', '52.316667']]"
386,V D  van Altena,'Het komt alles neer op een goede verstandhouding ... ' : een onderzoek naar volksontwikkeling te Rotterdam 1900-1930,1995,"[['Rotterdam', '4.479167', '51.930833']]"
387,Clari-Anne Wytzes,"Ik zie, ik zie wat jij niet ziet... : de beeldvorming van de informanten van Engelbert Heupers en Dam Jaarsma uit respectievelijk Soest en Harkema Opeinde over heksen, tovenaars en toverij aan het eind van de 19de eeuw en het begin van de 20ste eeuw",1995,"[['Soest, Netherlands', '5.3', '52.183333'], ['Harkema', '6.136667', '53.185556'], ['Opeinde', '6.056389', '53.133056']]"
388,Marco de Waal,"Hellenisme in Rome : receptie en perceptie van het Grieks-Romeinse acculturatieproces tijdens de regimes van Augustus, Nero en Hadrianus",1995,"[['Rome', '12.5', '41.9']]"
389,K A  de Vries,"""Een auto is een onmisbaar vervoermiddel bij het zoeken naar een parkeerplaats"" : de personenwagen in Nederland sinds 1945",1995,"[['Netherlands', '5.55', '52.316667']]"
390,Thea Gaasbeek,Het dagregister van Jacoba van Thiel : 1767-1770,1995,[]
391,Oscar Gelderblom,"Entrepreneurs in the sugar industry of Bristol, Rotterdam and Antwerp, 1815-1860 : a comparative analysis of the diversity and gradualness of industrial change",1995,"[['Bristol', '-2.583333', '51.45'], ['Rotterdam', '4.479167', '51.930833'], ['Antwerp', '4.4', '51.216667']]"
392,H A A Plantinga,Emancipatie van gehandicapten in Nederland,1995,"[['Netherlands', '5.55', '52.316667']]"
393,Kees Balke,"Kijken naar de muren van het Kremlin : Vrij Nederland over de Sovjetunie, 1953-1956",1995,"[['Soviet Union', '37.616667', '55.75'], ['Kremlin (fortification)', '37.617778', '55.751667']]"
394,F P Desloover,Dienstweigeren bij de marine : 1933,1995,[]
395,Peter-Paul Chaudron,Blindgestaard : een onderzoek naar de Pruisische oculist Joseph Hilmer en de werking van de medische markt in de achttiende eeuw,1995,[]
396,Lonneke Henderiks,"De media als meesterknecht? : de Amerikaanse presidentsverkiezingen en de massamedia, 1940-1992",1996,"[['United States', '-100.0', '40.0']]"
397,M  A Bunder,Exploratie en expansie : wetenschappelijke expedities in Nederlands-Indië in de periode 1816-1914,1996,"[['Dutch East Indies', '118.0', '-2.0']]"
398,Elly van der Jagt-Dragt,Het internationale netwerk van de theaterdans : toegelicht aan de hand van het Nederlandse gezelschap het Nationale Ballet,1996,[]
399,Manon van Velzen,Hoe vrij kunnen de 'vrije jongens' blijven? : de invloed van de nieuwe Arbeidstijdenwet op de vrije podiumkunstensector,1996,[]
400,Asaf Lahat,Johnson en de opkomst van de moderne samenleving : een kritisch onderzoek naar een controversieel figuur in het Engeland van de achttiende eeuw,1996,"[['England', '-1.566667', '52.483333']]"
401,Richard von Dronkelaar,"Groot Brittanië en de Europese integratie: tussen afwijzing, angst en afkeer : de ontwikkeling en achtergronden van het Britse Europabeleid van 1945 tot 1996",1996,"[['Great Britain', '-2.422', '53.826']]"
402,Sharon C L Buys,Met het oog op vroedvrouwen... : een studie naar de positie van vroedvrouwen in Gouda 1756-1804,1996,"[['Gouda, South Holland', '4.716667', '52.016667']]"
403,W M A  van Dorst,Het vakbondsdilemma : het Nederlands Verbond van Vakverenigingen en gastarbeid 1960-1973,1996,[]
404,Tjeerd Neumann,"""De armoede is meest opgeheven"" : smokkel tijdens de Eerste Wereldoorlog in het Westbrabantse dorp Sint Willebrord 1914-1918",1996,"[['Sint Willebrord', '4.6', '51.55']]"
405,E M Sijtsma,Soldaat in trauma : de Vietnamoorlog en posttraumatisch stress disorder,1996,[]
406,Marja Griffioen,"Van God naar Moeder Aarde : pedagogische veranderingen in de katholieke residentiële jeugdzorg, 1945-1960",1996,[]
407,Arjan Veering,"Eenheid in verscheidenheid : Basil Davidson, Ali Mazrui en de strijd om het geschiedbeeld in de Afrikaanse historiografie",1996,[]
408,Esther van der Woude,"De berichtgeving over Roemenië (1965-1990) in vier Nederlandse kranten : NRC Handelsblad, De Telegraaf, de Volkskrant en De Waarheid",1996,"[['Romania', '25.3', '45.866667']]"
409,H J  de Groot-Teunissen,Herman van Coopstad en Isaac Jacobus Rochussen : twee Rotterdamse slavenhandelaren in de 18e eeuw,1996,[]
410,Eric van Staalduinen,De Rode Jeugd 1966-1974 : een sociale beweging en haar ontwikkeling : van Provo-adept tot de Nederlandse Rote Armee Fraktion,1996,[]
411,M C J Dorussen,Winterklanten : historisch onderzoek naar het onregelmatig schoolbezoek in de noord-westhoek van Noord-Brabant tussen 1857-1910,1996,"[['North Brabant', '5.0', '51.666667']]"
412,F L Veldman,Drie is te veel : hoe de centrale overheid de drie landelijke plattelandsjongerenorganisaties tot samenwerking dwong,1996,[]
413,Karin Alberts,"Gevallen, niet gebroken : overlevingsstrategieën van ongehuwde moeders en de houding van armenzorginstellingen ten opzichte van deze groep vrouwen in de eerste helft van de negentiende eeuw in Rotterdam",1996,"[['Rotterdam', '4.479167', '51.930833']]"
414,Ronald Sengers,De museumervaring : sociaal-empirisch onderzoek naar de ervaringen van de bezoekers van Het Paleis,1996,[]
415,Anneke Blok,Marketing en promotie van het wetenschappelijke boek : zal het internet voor verandering zorgen?,1996,[]
416,Nicole de Jong,Kerstboodschappen van drie vorstinnen uit de twintigste eeuw,1996,[]
417,A A  van der Mee,"Een bijzondere band, een behoudend beleid : Nederland en Israel 1918-1982",1996,"[['Netherlands', '5.55', '52.316667'], ['Israel', '35.0', '31.0']]"
418,Miriam Struyk,Amnesty International en het Nederlandse mensenrechtenbeleid,1996,[]
419,Jacques de Wit,"Het herstel van Den Haag, 1945-1950 : een zakelijk huwelijk tussen de stad en de staat",1996,"[['The Hague', '4.316667', '52.083333']]"
420,Michelle de Wit,Cholera in westelijk Noord-Brabant : onderzoek naar de verschillen in de stad en op het platteland tijdens de cholera-epidemieën in de 19e eeuw,1996,"[['North Brabant', '5.0', '51.666667']]"
421,Cindy J M Debets,"Internationale, Koloniale en Uitvoerhandel Tentoonstelling te Amsterdam in 1883 : Westerse beeldvorming van de zwarte mens op een wereldtentoonstelling",1996,"[['Amsterdam', '4.892222', '52.373056']]"
422,J Prins,Stijlkamers in Utrecht: tussen oudheidkamer en kunstnijverheidsopstelling : ontstaan en ontwikkeling van de stijlkamers in het Stedelijk museum van oudheden en het Centraal museum,1996,"[['Utrecht', '5.119444', '52.093333'], ['Stedelijk Museum Amsterdam', '4.879722', '52.358056'], ['Centraal Museum', '5.126', '52.084']]"
423,Marcus T P M Switzar,"Autovakanties van Nederlanders naar het buitenland, 1945-1996",1996,[]
424,Elsbeth M  van Reeven,"De lens op Curaçao, 1839-1939 : fotografie als instrument in de beeldvorming over de koloniale samenleving : waarom geven de foto's van Curaçao een beeld van 'vooruitgang' en ontbreekt het aspect 'wildheid'?",1996,"[['Curaçao', '-69.0', '12.183333']]"
425,Aletta Oosten,Vrienden in de kunst : een studie naar de voordelen van vriendenkringen voor podiumkunstinstellingen,1996,[]
426,Irma Thoen,"""Soo krijght altemet de gescheurde pot een deghelijck decksel ..."" : zeventiende-eeuwse slibaardewerken kookpotten uit Graft: object, methode en betekenis",1996,[]
427,Stef Scagliola,Taboe en doofpot : de houding van regering en historici ten aanzien van de Nederlandse oorlogsmisdaden in Indonesië 1945-1950,1996,"[['Indonesia', '106.828333', '-6.175']]"
428,Anita van Ast,Vredesduiven op oorlogspad?,1996,[]
429,Elisabeth B Willeboordse,De doorbraak van Nieuw Links in de Partij van de Arbeid : op zoek naar de sleutel tot succes,1996,[]
430,Barbara van Heel,Grensverleggend theater : een onderzoek naar internationalisering van het Nederlandse jeugdtheater,1996,[]
431,F Klovert,De Duits/Nederlandse militaire samenwerking na de Tweede Wereldoorlog : de Budel-Seedorf ruil en het 1e Duits/Nederlandse legerkorps,1996,"[['Nazi Germany', '13.4', '52.516667']]"
432,Vanda van der Kooi,Zorgenkind en apostel : de emigratie-ideologie van de rooms-katholieke autoriteiten in Nederland,1996,"[['Netherlands', '5.55', '52.316667']]"
433,Bart Wijmans,"Astrologie, mystiek en geneeskunde in het gedachtengoed van Johann Christoph Ludeman (1683-1757) : de invloed van het astrologische betekenissysteem in de vroeg-moderne periode",1996,[]
434,Anke Welten,Geen Bakra's maar Boeroes : geschiedenis van de Nederlandse Boerenkolonisten van 1845 en hun Surinaamse nakomelingen,1996,"[['Suriname', '-56.0', '4.3']]"
435,Alexander M J Weisink,Een processie van Echternach : de Nederlands-Duitse staatsbezoeken van 1969 tot en met 1995,1996,"[['Echternach', '6.421667', '49.811667']]"
436,Idse Visser,"Willem I en de wezengestichten te Veenhuizen : staatszorg voor verlaten kinderen in Nederland, 1823-1869",1997,"[['Veenhuizen, Noordenveld', '6.4', '53.033333'], ['Netherlands', '5.55', '52.316667']]"
437,Jeroen Blaak,Memoriaal ofte mijn LevensRaijsinghe : een ambachtsman in de zeventiende eeuw (1621-1681),1997,[]
438,Jan-Willem Bok,Toen de beer brulde : reacties van ondernemers in Nederland op sociaal-economische veranderingen na de Russische novemberrevolutie en de revolutiepoging in Nederland van november 1918,1997,"[['Russia', '90.0', '60.0'], ['Netherlands', '5.55', '52.316667']]"
439,Marja Berendsen,"Worden aardappeleters pasta-eters? : opkomst en acceptatie van macaroni, spaghetti en andere pasta in Nederlandse voedingspatroon in de loop van de twintigste eeuw",1997,[]
440,Deb,"""Machts euch das"" : Oostenrijkers over hun land en de Europese Unie",1997,[]
441,Jochem van Abel,Zwarte strijd en blank beleid : burgerrechtenleiders en affirmative action in de Verenigde Staten van Amerika tussen 1964 en 1973,1997,"[['United States', '-100.0', '40.0']]"
442,K H E Peijs,"Geen steun, maar loon! : een vergelijkend onderzoek naar de betekenis van werkverschaffing voor Rotterdam, 1929-1954",1997,"[['Rotterdam', '4.479167', '51.930833']]"
443,Manon Emons,De klant is kind : een onderzoek naar de rol van de boekhandel bij leesbevordering,1997,[]
444,Yvonne Boot,Plaswijckpark 1923-1997 : een Rotterdams recreatiepark in historiscn perspectief,1997,[]
445,Margot Kersten,Goede en slechte vrouwen : gender-relaties in Mexico,1997,"[['Mexico', '-102.366667', '19.0']]"
446,Nienke Witte,"Tussen idealisme en eigenbelang : een vergelijkend onderzoek naar de opkomst en de verdere ontwikkeling van de dierenbeschermingsbewegingen in Engeland en Nederland, 1824-1997",1997,"[['England', '-1.566667', '52.483333'], ['Netherlands', '5.55', '52.316667']]"
447,Hans van de Lagemaat,"Tsjechoslowakije in het nieuws : de beeldvorming in de Nederlandse media tijdens de crises van 1938, 1948 en 1968",1997,"[['Czechoslovakia', '14.416667', '50.083333']]"
448,Camilla van Bennekom,"""Twist en tweedragt"" : van eenheid tot verdeeldheid in het Bredase verenigingsleven : 1840-1885",1997,[]
449,Frans-Joseph Simons,Uganda : machtige grenzen en begrensde macht : de invloed van koloniale grenzen op inheemse machtsverhoudingen,1997,"[['Uganda', '31.883333', '1.066667']]"
450,B E M Widdershoven,Tussen eigenbelang en charitas : een onderzoek naar de Maastrichtse initiatieven ter verbetering van de arbeidershuisvesting in de tweede helft van de negentiende eeuw,1997,[]
451,Damaris Bronsema,ANDB en ADB: het model van Tijn getoetst aan de diamantbewerkersvakbonden,1997,[]
452,A B P  van Meeteren,"""Het ruysschen als de Libanon"" : een contextueel verklaringsmodel van de geestelijke beroeringen in 1752 in Bleskensgraaf als Alblasserwaards dorp",1997,"[['Lebanon', '35.766667', '33.833333'], ['Bleskensgraaf', '4.783333', '51.866667']]"
453,Wilbert Weber,"""Hetgeen het zwaarste is, moet het zwaarste wegen"" : de invloed van de marinewerf op Vlissingen van 1814 tot en met 1868",1997,"[['Vlissingen', '3.583333', '51.45']]"
454,Michelle Gazmararian,Tabaksontmoedigingsbeleid : ontwikkelingen in het gebied van de Nederlandse overheid ter beperking van het tabaksgebruik vanaf 1957,1997,[]
455,Margarethe Tolsma,"""Je moet een beetje kleur in de wijk hebben"" : over het huisvestingsbeleid van de overheid ten aanzien van minderheden in de periode 1960 tot 1990",1997,[]
456,E A Nap,Nancy Zeelenberg: feministe tussen twee golven : vrouw in de naoorlogse Nederlandse politiek,1997,[]
457,Pallas Lam,De nazaten van de draak en hun culturele erfgoed in Nederland : over het (ontbreken van) beleid ten aanzien van het onderwijs in de eigen taal en cultuur voor Chinezen,1997,"[['China', '103.0', '35.0'], ['Netherlands', '5.55', '52.316667']]"
458,A J Keemink,Geen enkele kiesvereniging die werkt : kiesverenigingen en partijvorming in Rotterdam tussen 1851 en 1897,1997,"[['Rotterdam', '4.479167', '51.930833']]"
459,Natasja Mets,Nieuw nieuws? : over de invloed van het NOS Journaal op berichtgeving in de Volkskrant,1997,[]
460,Teun van Miert,"De Armeense genocide, 1915-1920 : de Nederlandse reacties op de Armeense genocide",1997,[]
461,Nico van der Laan,Eene rouwe gemeente : de Schotse gemeenschap in Rotterdam 1643-1700/ Nico van der Laan.,1997,"[['Rotterdam', '4.479167', '51.930833'], ['Scotland', '-5.0', '57.0']]"
462,Hester Overmars,"Vrouwen en kinderen als laatste : overheidsbeleid ten aanzien van gezinshereniging in Nederland, 1970-1995",1997,"[['Netherlands', '5.55', '52.316667']]"
463,Anouk de Koning,Surinaamse sita's : veranderende invullingen van vrouwelijkheid binnen de Hindoestaanse gemeenschap in Suriname vanaf 1950,1998,"[['Suriname', '-56.0', '4.3']]"
464,Anita Pijpelink,De vereniging van docenten in geschiedenis en staatsinrichting in Nederland (VNG) 1958-1998 : op de bres voor het vak of voor de docenten?,1998,"[['Netherlands', '5.55', '52.316667']]"
465,Cynthia Springvloed,Baltasar Bekker : een predikant op reis : over het reisverslag van Bekkers reis naar en door Engeland in 1683,1998,"[['England', '-1.566667', '52.483333']]"
466,Suzanne Huijs,"De (on)mogelijkheden van horizontale programmering in het theater : waarom een programmeringsstrategie in de televisiesector zoveel, en in de theatersector zo weinig wordt toegepast",1998,[]
467,Sonja Flipse,Apartheid: onjuist of volkomen verwerpelijk : verzet tegen de Apartheid vanuit diverse organisaties en bewegingen 1960-1990,1998,[]
468,J M Pelser-van Munster,Over toverijgeloof in Delfland in de negentiende eeuw,1998,"[['Hoogheemraadschap van Delfland', '4.4', '52.0']]"
469,Stefan Heijdendaal,Vrouwenvredekamp Soesterberg : streven naar vrede en bewustwording,1998,[]
470,David Kombrink,De waarde van beeldende kunst : kunstbemiddelaars aan het woord,1998,[]
471,Jan Vos,Op het altaar van de toren van Babel : besluitvorming in Nederland bij de beschikbaarstelling en uitzending van militairen in VN-verband (1959-1979),1998,"[['Netherlands', '5.55', '52.316667']]"
472,Frans van der Veen,Peacekeeping operaties van de Verenigde Naties; tijdens en na de Koude Oorlog,1998,[]
473,Edith Fronczek,"Naar het ijs, naar het paradijs : een onderzoek naar de migratiemotieven van Surinamers naar Nederland gekomen in de periode 1960-1980",1998,"[['Netherlands', '5.55', '52.316667']]"
474,Wieke Vink,"""Felices fiestas patrias"" : nationalisme en moderniteit tijdens de viering van honderd jaar onafhankelijkheid in Peru, 1921/1924",1998,"[['Peru', '-76.016667', '-8.233333']]"
475,Renée de Bruin,Partij kiezen voor Zuid-Afrika : een onderzoek naar het Nederlandse beleid ten aanzien van apartheid in Zuid-Afrika,1998,"[['South Africa', '25.0', '-30.0']]"
476,Judith Prins,Kermis of Museum? : culturele volksopvoeding in Amsterdam en London tussen 1870 en 1914,1998,"[['Amsterdam', '4.892222', '52.373056']]"
477,Peggy van der Zanden,"Over ambt, aanrecht en anders-zijn : het (zelf-)portret van vrouwelijke ministers in Nederland (1956-1996) in de damesbladen Margriet, Libelle en Opzij",1998,"[['Netherlands', '5.55', '52.316667']]"
478,Kim Zweerink,De Milagros de Nuestra Señora van Gonzalo de Berceo : de Mariacultus en de verbreiding van het christelijke geloof in de dertiende eeuw,1998,[]
479,Anna Smit,Krijgsgevangenen in neutraal Nederland : internering van Duitse en Engelse krijgsgevangenen in Nederland tijdens de Eerste Wereldoorlog,1998,"[['Netherlands', '5.55', '52.316667'], ['England', '-1.566667', '52.483333'], ['Nazi Germany', '13.4', '52.516667']]"
480,Ruud Verstraaten,Cherchez la vache : de Maasai en de markt in Tanganyika 1920-1945,1998,"[['Tanzania', '34.854', '-6.307']]"
481,Esther de Graaff,Unieke banaliteit : leven met de dood in de hoogmoderne Nederlandse samenleving 1970-1997,1998,[]
482,Annemieke Kolle,Rukt de Vrijmetselarij het masker af! : Katholieke bestrijding van de vrijmetselarij in Nederland 1850-1940,1998,"[['Netherlands', '5.55', '52.316667']]"
483,Marie de Jong-IJsselstein,"De hysterie van een dochter : het dagboekverslag van Elisabeth Richards over de hysterie van haar dochter Theodora ; hoe werd hysterie herkend, ervaren en bestreden in de negentiende eeuw?",1998,[]
484,Jeroen Kostense,Barend Joshua Katan : de laatste rabbijn van Dordrecht,1998,"[['Dordrecht', '4.666667', '51.816667']]"
485,Marieke den Dulk,Danswerk : een onderzoek naar opvattingen over de beroepspraktijk van dansers,1998,[]
486,A E Bolt,De dubbele dreiging : de Nederlandse binnenvaart tijdens de tweede wereldoorlog,1999,[]
487,Elma van der Kooi,De houding van de Vlaamse Diets-nationalisten ten aanzien van de Europeese eenwording 1975-1995,1999,[]
488,J M F Kemme,Herwaardering van het souvereiniteitsbegrip na het honen van een nest jonge honden : de patriottentijd bezien vanuit een beledigingszaak in Dordrecht in december 1786,1999,"[['Dordrecht', '4.666667', '51.816667']]"
489,C A E  den Boer,Nederlanders en het Franse vreemdelingenlegioen : een ontmythologisering,1999,[]
490,Arno Schouwenburg,Gevaren! : de Nederlandse binnenvaart tijdens de Tweede Wereldoorlog,1999,[]
491,Judith Roesink,Het taboe op de dekonolisatie van Indonesië : deconstructie van de troonredes 1945-1995,1999,"[['Indonesia', '106.828333', '-6.175']]"
492,Martin Dukker,"De 'eerste golf' : Europese eenheidsbewegingen in Nederland, 1914-1939",1999,"[['Netherlands', '5.55', '52.316667'], ['Europe', '7.0', '46.0']]"
493,J W C L Schelberg,Woningbouwverenigingen in Schiedam 1850-1925 : de verschuivende balans tussen privaat en publiek domein /J.W.C.L. Schelberg.,1999,"[['Schiedam', '4.399444', '51.911667']]"
494,Ingrid van der Vlis,Van werkstuk tot scriptie : handleiding schrijfonderwijs maatschappijgeschiedenis & kunst- en cultuurwetenschappen,1999,[]
495,Jasper Weck,Dans beweegt je : collectieve marketing in de danssector,1999,[]
496,Ingeborg Dorsman,De strijd tegen oud en arm : de Bond voor Staatspensionneering 1900-1978,1999,[]
497,Robbert Roggeband,Chilenen in Rotterdam : een onderzoek naar het gevoerde beleid en de betrokkenheid van de gemeente Rotterdam in de periode 1973-1992 ten aanzien van de Chileense vluchtelingen,2000,"[['Rotterdam', '4.479167', '51.930833'], ['Chile', '-70.9', '-31.466667']]"
498,Linda Jansen,Een dubbele geschiedenis : een onderzoek naar de invloed van het geschiedenis-onderwijs op de vorming van de Italiaanse identiteit,2000,"[['Italy', '12.0', '43.0']]"
499,C H M  in 't Groen,De ontwikkeling van de weervisserij in Bergen op Zoom van 1850 tot 1914,2000,"[['Bergen op Zoom', '4.3', '51.5']]"
500,Erik van Loon,"Een andere samenleving; een andere outcast : analyse van een veranderend beeld van de waanzin aan de hand van een manuscript uit een Haarlems Pest-, Leproos- en Dolhuis, tussen 1684 en 1745",2000,[]
501,M J P  van der Hoeven,"'Oranje is de band, 'die allen zamenflecht' : Oranjegezind Nederland en de 'Lockheed-affaire'",2000,"[['Netherlands', '5.55', '52.316667']]"
502,Leon van Heel,"Ondernemers en onafhankelijkheid : de jute-industrie van (West-)Bengalen, 1930-1970",2000,"[['Bengal', '88.0', '24.0']]"
503,Jolanda Pols,Populaire representatie van de holocaust : een onderzoek naar de mogelijkheden van representatie van de holocaust via populaire films,2000,[]
